"location_code"|"location_region_code"|"location_name_th"|"province_name_th"|"province_name_en"|"province_abbr_name_th"|"province_abbr_name_en"|"district_name_th"|"district_name_en"|"sub_district_name_th"|"sub_district_name_en"|"post_code"|"last_upd_date"
"0103807933"|"104900004 "|"จังหวัดสงขลา อำเภอควนเนียง ตำบลบางเหรียง"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอควนเนียง"|"KHUAN NIANG"|"ตำบลบางเหรียง"|"BANG RIANG"|"90220"|"2020-10-29 12:34:38"
"0103807934"|"104900004 "|"จังหวัดสงขลา อำเภอบางกล่ำ"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอบางกล่ำ"|"BANG KLAM"||||"2020-10-29 12:34:39"
"0103807935"|"104900004 "|"จังหวัดสงขลา อำเภอบางกล่ำ ตำบลบางกล่ำ"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอบางกล่ำ"|"BANG KLAM"|"ตำบลบางกล่ำ"|"BANG KLAM"|"90110"|"2020-10-29 12:34:39"
"0103807936"|"104900004 "|"จังหวัดสงขลา อำเภอบางกล่ำ ตำบลท่าช้าง"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอบางกล่ำ"|"BANG KLAM"|"ตำบลท่าช้าง"|"THA CHANG"|"90110"|"2020-10-29 12:34:40"
"0103807937"|"104900004 "|"จังหวัดสงขลา อำเภอบางกล่ำ ตำบลแม่ทอม"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอบางกล่ำ"|"BANG KLAM"|"ตำบลแม่ทอม"|"MAE THOM"|"90110"|"2020-10-29 12:34:40"
"0103807938"|"104900004 "|"จังหวัดสงขลา อำเภอบางกล่ำ ตำบลบ้านหาร"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอบางกล่ำ"|"BANG KLAM"|"ตำบลบ้านหาร"|"BAN HAN"|"90110"|"2020-10-29 12:34:41"
"0103807939"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"||||"2020-10-29 12:34:41"
"0103807940"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลชิงโค"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลชิงโค"|"CHING KHO"|"90280"|"2020-10-29 12:34:42"
"0103807941"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลสทิงหม้อ"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลสทิงหม้อ"|"SATHING MO"|"90280"|"2020-10-29 12:34:42"
"0103807942"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลทำนบ"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลทำนบ"|"THAMNOP"|"90280"|"2020-10-29 12:34:43"
"0103807943"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลรำแดง"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลรำแดง"|"RAM DAENG"|"90330"|"2020-10-29 12:34:44"
"0103807944"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลวัดขนุน"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลวัดขนุน"|"WAT KHANUN"|"90330"|"2020-10-29 12:34:45"
"0103807945"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลชะแล้"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลชะแล้"|"CHALAE"|"90330"|"2020-10-29 12:34:45"
"0103807946"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลปากรอ"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลปากรอ"|"PAK RO"|"90330"|"2020-10-29 12:34:46"
"0103807947"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลป่าขาด"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลป่าขาด"|"PA KHAT"|"90330"|"2020-10-29 12:34:47"
"0103807948"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลหัวเขา"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลหัวเขา"|"HUA KHAO"|"90280"|"2020-10-29 12:34:47"
"0103807949"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลบางเขียด"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลบางเขียด"|"BANG KHIAT"|"90330"|"2020-10-29 12:34:48"
"0103807950"|"104900004 "|"จังหวัดสงขลา อำเภอสิงหนคร ตำบลม่วงงาม"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอสิงหนคร"|"SINGHANAKHON"|"ตำบลม่วงงาม"|"MUANG NGAM"|"90330"|"2020-10-29 12:34:48"
"0103807951"|"104900004 "|"จังหวัดสงขลา อำเภอคลองหอยโข่ง"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอคลองหอยโข่ง"|"KHLONG HOI KHONG"||||"2020-10-29 12:34:49"
"0103807952"|"104900004 "|"จังหวัดสงขลา อำเภอคลองหอยโข่ง ตำบลคลองหอยโข่ง"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอคลองหอยโข่ง"|"KHLONG HOI KHONG"|"ตำบลคลองหอยโข่ง"|"KHLONG HOI KHONG"|"90230"|"2020-10-29 12:34:49"
"0103807953"|"104900004 "|"จังหวัดสงขลา อำเภอคลองหอยโข่ง ตำบลทุ่งลาน"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอคลองหอยโข่ง"|"KHLONG HOI KHONG"|"ตำบลทุ่งลาน"|"THUNG LAN"|"90230"|"2020-10-29 12:34:50"
"0103807954"|"104900004 "|"จังหวัดสงขลา อำเภอคลองหอยโข่ง ตำบลโคกม่วง"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอคลองหอยโข่ง"|"KHLONG HOI KHONG"|"ตำบลโคกม่วง"|"KHOK MUANG"|"90230"|"2020-10-29 12:34:50"
"0103807955"|"104900004 "|"จังหวัดสงขลา อำเภอคลองหอยโข่ง ตำบลคลองหลา"|"จังหวัดสงขลา"|"Songkhla"|||"อำเภอคลองหอยโข่ง"|"KHLONG HOI KHONG"|"ตำบลคลองหลา"|"KHLONG LA"|"90115"|"2020-10-29 12:34:51"
"0103807957"|"104900004 "|"จังหวัดสตูล"|"จังหวัดสตูล"|"Satun"||||||||"2020-10-29 12:34:52"
"0103807958"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"||||"2020-10-29 12:34:52"
"0103807959"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลพิมาน"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลพิมาน"|"PHIMAN"|"91000"|"2020-10-29 12:34:53"
"0103807960"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลคลองขุด"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลคลองขุด"|"KHLONG KHUT"|"91000"|"2020-10-29 12:34:53"
"0103807961"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลควนขัน"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลควนขัน"|"KHUAN KHAN"|"91000"|"2020-10-29 12:34:54"
"0103807962"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลบ้านควน"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลบ้านควน"|"BAN KHUAN"|"91140"|"2020-10-29 12:34:54"
"0103807963"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลฉลุง"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลฉลุง"|"CHALUNG"|"91140"|"2020-10-29 12:34:55"
"0103807964"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลเกาะสาหร่าย"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลเกาะสาหร่าย"|"KO SARAI"|"91000"|"2020-10-29 12:34:55"
"0103807965"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลตันหยงโป"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลตันหยงโป"|"TANYONG PO"|"91000"|"2020-10-29 12:34:56"
"0103807966"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลเจ๊ะบิลัง"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลเจ๊ะบิลัง"|"CHE BILANG"|"91000"|"2020-10-29 12:34:56"
"0103807967"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลตำมะลัง"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลตำมะลัง"|"TAM MALANG"|"91000"|"2020-10-29 12:34:57"
"0103807968"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลปูยู"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลปูยู"|"PUYU"|"91000"|"2020-10-29 12:34:57"
"0103807969"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลควนโพธิ์"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลควนโพธิ์"|"KHUAN PHO"|"91140"|"2020-10-29 12:34:58"
"0103807970"|"104900004 "|"จังหวัดสตูล อำเภอเมืองสตูล ตำบลเกตรี"|"จังหวัดสตูล"|"Satun"|||"อำเภอเมืองสตูล"|"MUEANG SATUN"|"ตำบลเกตรี"|"KETRI"|"91140"|"2020-10-29 12:34:58"
"0103807971"|"104900004 "|"จังหวัดสตูล อำเภอควนโดน"|"จังหวัดสตูล"|"Satun"|||"อำเภอควนโดน"|"KHUAN DON"||||"2020-10-29 12:34:59"
"0103807972"|"104900004 "|"จังหวัดสตูล อำเภอควนโดน ตำบลควนโดน"|"จังหวัดสตูล"|"Satun"|||"อำเภอควนโดน"|"KHUAN DON"|"ตำบลควนโดน"|"KHUAN DON"|"91160"|"2020-10-29 12:35:00"
"0103807973"|"104900004 "|"จังหวัดสตูล อำเภอควนโดน ตำบลควนสตอ"|"จังหวัดสตูล"|"Satun"|||"อำเภอควนโดน"|"KHUAN DON"|"ตำบลควนสตอ"|"KHUAN SATO"|"91160"|"2020-10-29 12:35:00"
"0103807974"|"104900004 "|"จังหวัดสตูล อำเภอควนโดน ตำบลย่านซื่อ"|"จังหวัดสตูล"|"Satun"|||"อำเภอควนโดน"|"KHUAN DON"|"ตำบลย่านซื่อ"|"YAN SUE"|"91160"|"2020-10-29 12:35:01"
"0103807975"|"104900004 "|"จังหวัดสตูล อำเภอควนโดน ตำบลวังประจัน"|"จังหวัดสตูล"|"Satun"|||"อำเภอควนโดน"|"KHUAN DON"|"ตำบลวังประจัน"|"WANG PRACHAN"|"91160"|"2020-10-29 12:35:01"
"0103807976"|"104900004 "|"จังหวัดสตูล อำเภอควนกาหลง"|"จังหวัดสตูล"|"Satun"|||"อำเภอควนกาหลง"|"KHUAN KALONG"||||"2020-10-29 12:35:02"
"0103807977"|"104900004 "|"จังหวัดสตูล อำเภอควนกาหลง ตำบลทุ่งนุ้ย"|"จังหวัดสตูล"|"Satun"|||"อำเภอควนกาหลง"|"KHUAN KALONG"|"ตำบลทุ่งนุ้ย"|"THUNG NUI"|"91130"|"2020-10-29 12:35:02"
"0103807978"|"104900004 "|"จังหวัดสตูล อำเภอควนกาหลง ตำบลควนกาหลง"|"จังหวัดสตูล"|"Satun"|||"อำเภอควนกาหลง"|"KHUAN KALONG"|"ตำบลควนกาหลง"|"KHUAN KALONG"|"91130"|"2020-10-29 12:35:03"
"0103807979"|"104900004 "|"จังหวัดสตูล อำเภอควนกาหลง ตำบลอุใดเจริญ"|"จังหวัดสตูล"|"Satun"|||"อำเภอควนกาหลง"|"KHUAN KALONG"|"ตำบลอุใดเจริญ"|"UDAI CHAROEN"|"91130"|"2020-10-29 12:35:03"
"0103807980"|"104900004 "|"จังหวัดสตูล อำเภอท่าแพ"|"จังหวัดสตูล"|"Satun"|||"อำเภอท่าแพ"|"THA PHAE"||||"2020-10-29 12:35:04"
"0103807981"|"104900004 "|"จังหวัดสตูล อำเภอท่าแพ ตำบลท่าแพ"|"จังหวัดสตูล"|"Satun"|||"อำเภอท่าแพ"|"THA PHAE"|"ตำบลท่าแพ"|"THA PHAE"|"91150"|"2020-10-29 12:35:04"
"0103807982"|"104900004 "|"จังหวัดสตูล อำเภอท่าแพ ตำบลแป-ระ"|"จังหวัดสตูล"|"Satun"|||"อำเภอท่าแพ"|"THA PHAE"|"ตำบลแป-ระ"|"PAERA"|"91150"|"2020-10-29 12:35:05"
"0103807983"|"104900004 "|"จังหวัดสตูล อำเภอท่าแพ ตำบลสาคร"|"จังหวัดสตูล"|"Satun"|||"อำเภอท่าแพ"|"THA PHAE"|"ตำบลสาคร"|"SAKHON"|"91150"|"2020-10-29 12:35:05"
"0103807984"|"104900004 "|"จังหวัดสตูล อำเภอท่าแพ ตำบลท่าเรือ"|"จังหวัดสตูล"|"Satun"|||"อำเภอท่าแพ"|"THA PHAE"|"ตำบลท่าเรือ"|"THA RUEA"|"91150"|"2020-10-29 12:35:06"
"0103807985"|"104900004 "|"จังหวัดสตูล อำเภอละงู"|"จังหวัดสตูล"|"Satun"|||"อำเภอละงู"|"LA-NGU"||||"2020-10-29 12:35:06"
"0103807986"|"104900004 "|"จังหวัดสตูล อำเภอละงู ตำบลกำแพง"|"จังหวัดสตูล"|"Satun"|||"อำเภอละงู"|"LA-NGU"|"ตำบลกำแพง"|"KAMPHAENG"|"91110"|"2020-10-29 12:35:07"
"0103807987"|"104900004 "|"จังหวัดสตูล อำเภอละงู ตำบลละงู"|"จังหวัดสตูล"|"Satun"|||"อำเภอละงู"|"LA-NGU"|"ตำบลละงู"|"LA-NGU"|"91110"|"2020-10-29 12:35:07"
"0103807988"|"104900004 "|"จังหวัดสตูล อำเภอละงู ตำบลเขาขาว"|"จังหวัดสตูล"|"Satun"|||"อำเภอละงู"|"LA-NGU"|"ตำบลเขาขาว"|"KHAO KHAO"|"91110"|"2020-10-29 12:35:08"
"0103807989"|"104900004 "|"จังหวัดสตูล อำเภอละงู ตำบลปากน้ำ"|"จังหวัดสตูล"|"Satun"|||"อำเภอละงู"|"LA-NGU"|"ตำบลปากน้ำ"|"PAK NAM"|"91110"|"2020-10-29 12:35:08"
"0103807990"|"104900004 "|"จังหวัดสตูล อำเภอละงู ตำบลน้ำผุด"|"จังหวัดสตูล"|"Satun"|||"อำเภอละงู"|"LA-NGU"|"ตำบลน้ำผุด"|"NAM PHUT"|"91110"|"2020-10-29 12:35:09"
"0103807991"|"104900004 "|"จังหวัดสตูล อำเภอละงู ตำบลแหลมสน"|"จังหวัดสตูล"|"Satun"|||"อำเภอละงู"|"LA-NGU"|"ตำบลแหลมสน"|"LAEM SON"|"91110"|"2020-10-29 12:35:09"
"0103807992"|"104900004 "|"จังหวัดสตูล อำเภอทุ่งหว้า"|"จังหวัดสตูล"|"Satun"|||"อำเภอทุ่งหว้า"|"THUNG WA"||||"2020-10-29 12:35:10"
"0103807993"|"104900004 "|"จังหวัดสตูล อำเภอทุ่งหว้า ตำบลทุ่งหว้า"|"จังหวัดสตูล"|"Satun"|||"อำเภอทุ่งหว้า"|"THUNG WA"|"ตำบลทุ่งหว้า"|"THUNG WA"|"91120"|"2020-10-29 12:35:10"
"0103807994"|"104900004 "|"จังหวัดสตูล อำเภอทุ่งหว้า ตำบลนาทอน"|"จังหวัดสตูล"|"Satun"|||"อำเภอทุ่งหว้า"|"THUNG WA"|"ตำบลนาทอน"|"NA THON"|"91120"|"2020-10-29 12:35:11"
"0103807995"|"104900004 "|"จังหวัดสตูล อำเภอทุ่งหว้า ตำบลขอนคลาน"|"จังหวัดสตูล"|"Satun"|||"อำเภอทุ่งหว้า"|"THUNG WA"|"ตำบลขอนคลาน"|"KHON KLAN"|"91120"|"2020-10-29 12:35:11"
"0103807996"|"104900004 "|"จังหวัดสตูล อำเภอทุ่งหว้า ตำบลทุ่งบุหลัง"|"จังหวัดสตูล"|"Satun"|||"อำเภอทุ่งหว้า"|"THUNG WA"|"ตำบลทุ่งบุหลัง"|"THUNG BULANG"|"91120"|"2020-10-29 12:35:12"
"0103807997"|"104900004 "|"จังหวัดสตูล อำเภอทุ่งหว้า ตำบลป่าแก่บ่อหิน"|"จังหวัดสตูล"|"Satun"|||"อำเภอทุ่งหว้า"|"THUNG WA"|"ตำบลป่าแก่บ่อหิน"|"PAKAE BOHIN"|"91120"|"2020-10-29 12:35:12"
"0103807998"|"104900004 "|"จังหวัดสตูล อำเภอมะนัง"|"จังหวัดสตูล"|"Satun"|||"อำเภอมะนัง"|"MANANG"||||"2020-10-29 12:35:13"
"0103807999"|"104900004 "|"จังหวัดสตูล อำเภอมะนัง ตำบลปาล์มพัฒนา"|"จังหวัดสตูล"|"Satun"|||"อำเภอมะนัง"|"MANANG"|"ตำบลปาล์มพัฒนา"|"PALM PHATTHANA"|"91130"|"2020-10-29 12:35:13"
"0103808000"|"104900004 "|"จังหวัดสตูล อำเภอมะนัง ตำบลนิคมพัฒนา"|"จังหวัดสตูล"|"Satun"|||"อำเภอมะนัง"|"MANANG"|"ตำบลนิคมพัฒนา"|"NIKHOM PHATTHANA"|"91130"|"2020-10-29 12:35:14"
"0103808001"|"104900004 "|"จังหวัดตรัง"|"จังหวัดตรัง"|"Trang"||||||||"2020-10-29 12:35:14"
"0103808002"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"||||"2020-10-29 12:35:15"
"0103808003"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลทับเที่ยง"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลทับเที่ยง"|"THAP THIANG"|"92000"|"2020-10-29 12:35:15"
"0103808004"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลนาพละ"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลนาพละ"|"NA PHALA"|"92000"|"2020-10-29 12:35:16"
"0103808005"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลบ้านควน"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลบ้านควน"|"BAN KHUAN"|"92000"|"2020-10-29 12:35:16"
"0103808006"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลนาบินหลา"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลนาบินหลา"|"NA BIN LA"|"92000"|"2020-10-29 12:35:17"
"0103808007"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลควนปริง"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลควนปริง"|"KHUAN PRING"|"92000"|"2020-10-29 12:35:17"
"0103808008"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลนาโยงใต้"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลนาโยงใต้"|"NA YONG TAI"|"92170"|"2020-10-29 12:35:18"
"0103808009"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลบางรัก"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลบางรัก"|"BANG RAK"|"92000"|"2020-10-29 12:35:18"
"0103808010"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลโคกหล่อ"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลโคกหล่อ"|"KHOK LO"|"92000"|"2020-10-29 12:35:19"
"0103808011"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลนาโต๊ะหมิง"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลนาโต๊ะหมิง"|"NA TO MING"|"92000"|"2020-10-29 12:35:19"
"0103808012"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลหนองตรุด"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลหนองตรุด"|"NONG TRUT"|"92000"|"2020-10-29 12:35:20"
"0103808013"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลน้ำผุด"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลน้ำผุด"|"NAM PHUT"|"92000"|"2020-10-29 12:35:20"
"0103808014"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลนาตาล่วง"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลนาตาล่วง"|"NA TA LUANG"|"92000"|"2020-10-29 12:35:21"
"0103808015"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลบ้านโพธิ์"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลบ้านโพธิ์"|"BAN PHO"|"92000"|"2020-10-29 12:35:21"
"0103808016"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลนาท่ามเหนือ"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลนาท่ามเหนือ"|"NA THAM NUEA"|"92190"|"2020-10-29 12:35:22"
"0103808017"|"104900004 "|"จังหวัดตรัง อำเภอเมืองตรัง ตำบลนาท่ามใต้"|"จังหวัดตรัง"|"Trang"|||"อำเภอเมืองตรัง"|"MUEANG TRANG"|"ตำบลนาท่ามใต้"|"NA THAM TAI"|"92190"|"2020-10-29 12:35:22"
"0103808018"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"||||"2020-10-29 12:35:23"
"0103808019"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลกันตัง"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลกันตัง"|"KANTANG"|"92110"|"2020-10-29 12:35:24"
"0103808020"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลควนธานี"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลควนธานี"|"KHUAN THANI"|"92110"|"2020-10-29 12:35:24"
"0103808021"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลบางหมาก"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลบางหมาก"|"BANG MAK"|"92110"|"2020-10-29 12:35:25"
"0103808022"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลบางเป้า"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลบางเป้า"|"BANG PAO"|"92110"|"2020-10-29 12:35:25"
"0103808023"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลวังวน"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลวังวน"|"WANG WON"|"92110"|"2020-10-29 12:35:26"
"0103808024"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลกันตังใต้"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลกันตังใต้"|"KANTANG TAI"|"92110"|"2020-10-29 12:35:26"
"0103808025"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลโคกยาง"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลโคกยาง"|"KHOK YANG"|"92110"|"2020-10-29 12:35:27"
"0103808026"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลคลองลุ"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลคลองลุ"|"KHLONG LU"|"92110"|"2020-10-29 12:35:27"
"0103808027"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลย่านซื่อ"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลย่านซื่อ"|"YAN SUE"|"92110"|"2020-10-29 12:35:28"
"0103808028"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลบ่อน้ำร้อน"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลบ่อน้ำร้อน"|"BO NAM RON"|"92110"|"2020-10-29 12:35:28"
"0103808029"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลบางสัก"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลบางสัก"|"BANG SAK"|"92110"|"2020-10-29 12:35:29"
"0103808030"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลนาเกลือ"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลนาเกลือ"|"NA KLUEA"|"92110"|"2020-10-29 12:35:29"
"0103808031"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลเกาะลิบง"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลเกาะลิบง"|"KO LIBONG"|"92110"|"2020-10-29 12:35:30"
"0103808032"|"104900004 "|"จังหวัดตรัง อำเภอกันตัง ตำบลคลองชีล้อม"|"จังหวัดตรัง"|"Trang"|||"อำเภอกันตัง"|"KANTANG"|"ตำบลคลองชีล้อม"|"KHLONG CHI LOM"|"92110"|"2020-10-29 12:35:30"
"0103808033"|"104900004 "|"จังหวัดตรัง อำเภอย่านตาขาว"|"จังหวัดตรัง"|"Trang"|||"อำเภอย่านตาขาว"|"YAN TA KHAO"||||"2020-10-29 12:35:31"
"0103808034"|"104900004 "|"จังหวัดตรัง อำเภอย่านตาขาว ตำบลย่านตาขาว"|"จังหวัดตรัง"|"Trang"|||"อำเภอย่านตาขาว"|"YAN TA KHAO"|"ตำบลย่านตาขาว"|"YAN TA KHAO"|"92140"|"2020-10-29 12:35:31"
"0103808035"|"104900004 "|"จังหวัดตรัง อำเภอย่านตาขาว ตำบลหนองบ่อ"|"จังหวัดตรัง"|"Trang"|||"อำเภอย่านตาขาว"|"YAN TA KHAO"|"ตำบลหนองบ่อ"|"NONG BO"|"92140"|"2020-10-29 12:35:32"
